"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","valor","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","commentCount","duration","publicado_em","tags","categoryId","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRating","icon","app_id","version","updated","title","app","thumbsUpCount","replyContent","repliedAt"
"App Store (Google Play)","review","bitcoin","estou gostando tá entendendo está de parabéns","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá Seu jorge! Agradecemos o seu feedback! Ficamos muito felizes por saber que está gostando da Coinbase. Se tiver alguma dúvida ou problema no futuro, por favor contacte-nos diretamente aqui: https://help.coinbase.com/pt-br/contact-us. Estamos sempre disponíveis para ajudar!","2025-12-08 10:00:15"
"App Store (Google Play)","review","bitcoin","excelent","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","aplicativo sem muita complicações, facil de entender , muito diferente das concorrentes.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Santos! Agradecemos seu feedback positivo! Ficamos muito felizes em saber que você está gostando da simplicidade e dos recursos exclusivos do aplicativo. Se tiver alguma sugestão ou precisar de ajuda, entre em contato conosco: https://help.coinbase.com/pt-br/contact-us","2025-12-08 10:00:00"
"App Store (Google Play)","review","bitcoin","utilizacao facil e sempre swm problemas","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Salut Diogo! Merci pour votre commentaire positif ! Nous sommes ravis d'apprendre que l'application vous plaît. Si vous avez des questions ou besoin d'aide, n'hésitez pas à nous contacter : https://help.coinbase.com/fr/contact-us.","2025-12-08 09:56:20"
"App Store (Google Play)","review","bitcoin","estou me Adaptando, porém o Aplicativo Deve e Pode Melhor ainda mais.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Adriano! Ficamos muito felizes em saber que você teve uma boa experiência ao usar nosso aplicativo. Por favor, não hesite em entrar em contato caso precise de qualquer suporte através deste link: [https://help.coinbase.com/pt-br/contact-us]. Agradecemos imensamente o tempo que você dedicou para nos dar este feedback. Muito obrigado novamente!","2025-12-05 12:23:54"
"App Store (Google Play)","review","bitcoin","Confiável","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","excelente corretora","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","Fantástico","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, João! Agradecemos pela sua avaliação. Ficamos muito felizes em saber que você está gostando do aplicativo. Caso tenha alguma dúvida ou comentário, não hesite em nos contatar: https://help.coinbase.com/pt-br/contact-us.","2025-12-05 15:11:33"
"App Store (Google Play)","review","bitcoin","sou iniciante, mas tenho dificuldade","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","4.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Obrigado pelo seu feedback, domingos! Entendemos que pode ser um pouco desafiador no início, mas estamos aqui para ajudar. Explore nossa Central de Ajuda para encontrar recursos úteis: https://help.coinbase.com/pt-br. Conte-nos como podemos melhorar sua experiência: https://help.coinbase.com/pt-br/contact-us.
","2025-12-05 15:14:18"
"App Store (Google Play)","review","bitcoin","Tudo ótimo.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Hi Flavio! We're thrilled to hear you're enjoying your experience. If you have any concerns in the future, feel free to reach out to us directly here: https://help.coinbase.com/en/contact-us. We’re always here to help!","2025-12-04 07:50:52"
"App Store (Google Play)","review","bitcoin","Muito tranquilo","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","muito bom parabéns 👏","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","muito bom esse app, gostei da execução","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","Bem fácil de mexer","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Antonio! Ficamos felizes em saber que você está achando o sistema fácil de usar. Caso encontre algum problema com sua conta, não hesite em entrar em contato com nossa equipe de suporte: https://help.coinbase.com/pt-br/contact-us. Estamos aqui para ajudar!","2025-12-04 11:02:03"
"App Store (Google Play)","review","bitcoin","Depois que atualizou as minhas moedas que favoritei sumiram da tela inicial, como volta-las??","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Danilo! Obrigado por entrar em contato. Para restaurar suas moedas favoritas, acesse Configurações > Ativos e adicione-as novamente. Caso o problema persista, entre em contato com nossa equipe de suporte aqui:https://help.coinbase.com/pt-br/contact-us. Estamos aqui para ajudar!","2025-12-04 10:45:59"
"App Store (Google Play)","review","bitcoin","muito interessante","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Hey Fabio! We are delighted to learn that you had a good experience using our app. Please do not hesitate to reach out if you require any support here: [help.coinbase.com/en/contact-us]. We appreciate you taking the time to provide this feedback. Thank you again!","2025-12-02 07:22:09"
"App Store (Google Play)","review","bitcoin","Abertura de conta simples e rápida.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","simples de investir","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","Maravilhosa negociação","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Hi Deyvison! Thank you for your positive feedback! We're glad to hear that you're enjoying the Coinbase app! We're always working hard to improve our features and provide a seamless experience for our users.

^SM","2025-12-01 23:15:54"
"App Store (Google Play)","review","bitcoin","Aplicativo intuitivo de fácil manuseio.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Hi Ismael, thank you for sharing your feedback! We're glad to hear you find the application intuitive and easy to use. Let us know if you need any assistance in the future!","2025-12-01 15:07:17"
"App Store (Google Play)","review","bitcoin","tem dois dias tentando entrar no aplicativo mas mostra que esta com problemas","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Maura! Lamentamos o problema. Siga as etapas deste guia: https://help.coinbase.com/pt-br/coinbase/other-topics/troubleshooting-and-tips/app-troubleshooting. Se o problema persistir, entre em contato com nosso suporte aqui: https://help.coinbase.com/pt-br. Estamos aqui para ajudar!","2025-12-01 08:41:36"
"App Store (Google Play)","review","bitcoin","Há uns anos era incrível. Agora as taxas são muito altas!! Já não compensa usar...","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","¡Olá! Obrigado pelo seu feedback. Para detalhes sobre nossos preços e taxas, confira aqui: https://help.coinbase.com/pt-br/coinbase/trading-and-funding/pricing-and-fees/fees. Precisa de mais ajuda? Entre em contato conosco a qualquer momento: https://help.coinbase.com/pt-br/contact-us","2025-12-01 15:14:24"
"App Store (Google Play)","review","bitcoin","o aplicativo tá bugando , do nada deixa os valores que tenho em conta , fico oculto e não dá pra ver o quanto tenho aplicado","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","¡Olá, muito obrigado por entrar em contato! Isto pode acontecer devido pela se deve à ativação do recurso ""Modo de Privacidade"". Você pode encontrar etapas detalhadas para resolver isso em nosso artigo de ajuda aqui (chrome traduz os textos): https://help.coinbase.com/en/coinbase/other-topics/troubleshooting-and-tips/display-setting. Atenciosamente","2025-12-04 10:33:37"
"App Store (Google Play)","review","bitcoin","a melhor do mercado!","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","fácil de aprender","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","ótimo app para iniciantes, estou gostando de usar por enquanto.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","¡Olá Rafael! ¡Obrigado pelo seu feedback! Ficamos muito felizes em saber que você está gostando do aplicativo. Se tiver alguma dúvida ou precisar de ajuda, entre em contato conosco através do seguinte link: https://help.coinbase.com/pt-br/contact-us. Estamos à sua disposição. Atenciosamente","2025-12-01 09:09:04"
"App Store (Google Play)","review","bitcoin","muito bom recomendo","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","¡Olá Erivaldo! ¡Obrigado pelo seu feedback! Ficamos muito felizes em saber que você recomenda nosso serviço. Se precisar de qualquer ajuda no futuro, não hesite em nos contatar aqui: https://help.coinbase.com/pt-br/contact-us. Estamos sempre prontos para ajudar!","2025-12-01 08:48:43"
"App Store (Google Play)","review","bitcoin","Aplicativo de fácil manuseio.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","rapido e prático e bem funcional.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá Mauro! Obrigado pelo seu feedback! Ficamos muito felizes em saber que você teve uma experiência positiva conosco. Nosso compromisso é oferecer o melhor serviço possível, e sua opinião nos ajuda a alcançar esse objetivo. Obrigado por escolher a Coinbase!","2025-12-01 06:19:57"
"App Store (Google Play)","review","bitcoin","Boa.","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","",""
"App Store (Google Play)","review","bitcoin","taxas caríssimas e quando vc tenta correr dessa plataforma e sacar o que ainda sobrou , eles não deixam transferir pra sua conta .. corram desse app, vão pra binance que as taxas são as melhores","","","","","","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","Coinbase: Bitcoin & Ethereum","0.0","Olá, Leandro! Entendemos sua preocupação sobre taxas e saques. A Coinbase cobra taxas de rede baseadas nos custos da blockchain informadas na transação. Mais detalhes: https://help.coinbase.com/pt-br/coinbase/trading-and-funding/pricing-and-fees/fees. Se precisar de mais ajuda: https://help.coinbase.com/pt-br/contact-us?product=coinbase","2025-12-04 10:33:16"
